@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0,0,0.003765,0,0.790483,0.848193,0.983915,2
0,0,0,0.009836,0,0.772307,0.825763,0.957562,2
0.026144,0,0,0.006579,0,0.058433,0.066426,0.058681,2
0.008905,0,0,0.000891,0,0.373069,0.397600,0.456019,2
0.001359,0,0,0.00136,0,0.764002,0.819171,0.948785,2
0,0,0,0,0,0.489949,0.516245,0.593824,2
0.001966,0,0,0.00295,0,0.775501,0.832051,0.964459,2
0.016473,0,0,0.002908,0,0.680285,0.730506,0.845452,2
0,0,0,0.008403,0,0.454072,0.477766,0.551024,2
0,0,0,0.023148,0,0.546048,0.577848,0.669173,2
0.030176,0,0,0.006711,0,0.365166,0.383794,0.437354,2
0.038647,0,0,0.009709,0,0.499930,0.534532,0.615296,2
0,0,0,0,0,0.427000,0.452072,0.514670,2
0,0,0,0.007133,0,0.598512,0.637667,0.735745,2
0,0,0,0.017685,0,0.297923,0.304659,0.339407,2
0,0,0,0.00417,0,0.819010,0.878330,1.018968,2
0,0,0,0.008547,0,0.376500,0.394313,0.454953,2
0,0,0,0.017986,0,0.310391,0.318015,0.357681,2
0.00309,0,0,0.004329,0,0.765715,0.821388,0.952185,2
0.012163,0,0,0.004233,0,0.714483,0.766942,0.888670,2
0,0,0,0.006065,0,0.667790,0.713165,0.825421,2
0,0,0,0.005382,0,0.740684,0.792618,0.918823,2
0,0,0,0.002326,0,0.809300,0.867788,1.006506,2
0,0,0,0.020183,0,0.283512,0.293099,0.327561,2
0.003831,0,0,0.002558,0,0.536977,0.570376,0.658569,2
0.00252,0,0,0.001261,0,0.794277,0.852177,0.988380,2
0,0,0,0.013769,0,0.276895,0.291861,0.325884,2
0.010526,0,0,0.010582,0,0.416867,0.439473,0.504753,0
0,0,0,0.002857,0,0.868224,0.932531,1.082441,0
0,0,0,0.028455,0,0.224282,0.225801,0.246165,0
0,0,0,0.007843,0,0.409010,0.431183,0.490054,0
0.056202,0,0,0,0,0.020083,0.026346,0.017526,0
0.002913,0,0,0.002915,0,0.801424,0.859737,0.996819,0
0,0,0,0.032967,0,0.302547,0.300507,0.340117,0
0,0,0,0.017241,0,0.244500,0.252644,0.281931,0
0.008043,0,0,0.006711,0,0.750080,0.804251,0.931638,0
0,0,0,0.008547,0,0.381216,0.397985,0.451978,0
0.006329,0,0,0.012739,0,0.391926,0.417562,0.476109,0
0,0,0,0.010799,0,0.232421,0.233842,0.255892,0
0,0,0,0.024194,0,0.452572,0.468991,0.535538,0
0,0,0,0.023256,0,0.585315,0.617652,0.714923,0
0,0,0,0.008929,0,0.502159,0.531837,0.611583,0
0.033708,0,0,0.00375,0,0.447702,0.480519,0.551767,0
0,0,0,0.005181,0,0.606459,0.647737,0.749991,0
0,0,0,0.023033,0,0.268136,0.273894,0.301246,0
0,0,0,0.02439,0,0.565220,0.597048,0.690945,0
0,0,0,0.035398,0,0.334059,0.348502,0.398130,0
0,0,0,0.006289,0,0.569153,0.607096,0.698786,0
0.013431,0,0,0.005498,0,0.682352,0.731320,0.846368,0
0.01721,0,0,0.00816,0,0.595081,0.635235,0.732177,0
0,0,0,0.010435,0,0.274168,0.279846,0.308565,0
0.028571,0,0,0.019678,0,0.192647,0.198197,0.211528,0
0,0,0,0.008065,0,0.302168,0.323393,0.362976,1
0.004065,0,0.001357,0.020353,0,0.489554,0.517171,0.595052,1
0,0,0,0.012903,0,0.537308,0.567431,0.656071,1
0.005222,0,0,0.005229,0,0.571892,0.609599,0.703240,1
0.0217,0,0,0.012681,0,0.138579,0.140615,0.146322,1
0.013158,0,0.001317,0.003292,0,0.638064,0.684770,0.792148,1
0.003866,0,0,0.009032,0,0.253167,0.265004,0.293437,1
0.004702,0,0,0.012559,0.00157,0.254072,0.267597,0.292516,1
0,0,0,0.000824,0,0.739032,0.792553,0.915680,1
0,0,0,0.004608,0,0.802620,0.860375,0.998044,1
0,0,0,0.014706,0,0.468584,0.494571,0.565571,1
0.007042,0,0,0.002643,0,0.645177,0.692343,0.801737,1
0,0,0,0.010204,0,0.410808,0.430368,0.493710,1
0,0,0,0.003932,0,0.566126,0.603249,0.693345,1
0,0,0,0.002595,0,0.568154,0.604660,0.697924,1
0,0,0,0.007143,0,0.422422,0.448089,0.509489,1
0,0,0,0.00299,0,0.512737,0.545963,0.628217,1
0.040706,0.001359,0,0.006793,0,0.267058,0.283744,0.319124,1
0.007874,0,0,0.007937,0,0.045934,0.045660,0.037928,1
0.035928,0,0,0.006024,0,0.326684,0.346675,0.393290,1
0,0,0,0.012545,0,0.204911,0.207090,0.222837,1
0,0,0,0,0,0.855293,0.918760,1.066118,1
0,0,0,0.013937,0,0.313397,0.326920,0.365723,1
0,0,0,0.022968,0,0.279177,0.286923,0.320972,1
0.035813,0,0,0.001838,0.000919,0.645350,0.693020,0.801527,1
0,0,0,0.03125,0,0.544225,0.574496,0.661247,1
0,0,0,0.001208,0,0.428821,0.455046,0.523005,1
0,0,0,0.028249,0,0.621727,0.660106,0.761372,1
0,0,0,0.014787,0,0.272282,0.279873,0.308082,1
0.00414,0,0,0.001775,0,0.759232,0.815056,0.943286,1
