@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute bi_feature1301 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0,0,0.003765,0,0.000538,0.790801,0.830574,0.981027,2
0,0,0,0.009836,0,0,0.772560,0.808729,0.954464,2
0.026144,0,0,0.006579,0,0,0.058432,0.069968,0.061635,2
0.008905,0,0,0.000891,0,0,0.373240,0.390385,0.455390,2
0.001359,0,0,0.00136,0,0,0.764265,0.802339,0.945863,2
0,0,0,0,0,0,0.490214,0.505505,0.591890,2
0.001966,0,0,0.00295,0,0,0.775805,0.814825,0.961592,2
0.016473,0,0,0.002908,0,0,0.680556,0.715523,0.843040,2
0,0,0,0.008403,0,0,0.454223,0.468464,0.549295,2
0,0,0,0.023148,0,0,0.546349,0.566149,0.667345,2
0.030176,0,0,0.006711,0,0,0.365215,0.376886,0.435776,2
0.038647,0,0,0.009709,0,0,0.500120,0.524163,0.613813,2
0,0,0,0,0,0,0.427098,0.442922,0.512319,2
0,0,0,0.008547,0,0,0.376663,0.386536,0.453612,2
0,0,0,0.017986,0,0,0.310292,0.312400,0.354821,2
0.00309,0,0,0.004329,0,0,0.766019,0.804507,0.949484,2
0.012163,0,0,0.004233,0,0.000529,0.714754,0.751180,0.886155,2
0,0,0,0.006065,0,0,0.668049,0.698353,0.822973,2
0,0,0,0.005382,0,0,0.740991,0.776272,0.916089,2
0,0,0,0.002326,0,0,0.809615,0.849755,1.003450,2
0,0,0,0.020183,0,0,0.283512,0.287925,0.325500,2
0.003831,0,0,0.002558,0,0,0.537196,0.558814,0.656547,2
0.00252,0,0,0.001261,0,0,0.794572,0.834496,0.985421,2
0,0,0,0.013769,0,0,0.276930,0.288110,0.325626,2
0,0,0,0.008547,0,0,0.381275,0.390496,0.449184,0
0.00237,0,0,0.005534,0,0,0.760034,0.798184,0.941851,0
0,0,0,0.023758,0,0,0.272912,0.275169,0.304885,0
0,0,0,0.035088,0,0,0.613717,0.635354,0.747274,0
0,0,0,0.015306,0,0,0.319009,0.324862,0.370432,0
0,0,0,0.007952,0,0,0.547899,0.571140,0.666846,0
0,0,0,0.017241,0,0,0.244445,0.248133,0.279870,0
0,0,0,0.018868,0,0,0.591728,0.612210,0.717064,0
0.014039,0,0,0.001081,0,0,0.617232,0.647965,0.761775,0
0,0,0,0.026316,0,0,0.581098,0.600467,0.704931,0
0,0,0,0,0,0,0.591947,0.620088,0.725234,0
0,0,0,0.033613,0,0,0.361990,0.365739,0.422354,0
0,0,0,0.002584,0,0,0.763733,0.802161,0.946555,0
0,0,0,0.01676,0,0,0.616964,0.645769,0.756083,0
0,0,0,0.024194,0,0,0.452632,0.460556,0.532066,0
0,0,0,0.005935,0,0,0.524646,0.546273,0.637524,0
0,0,0,0.016097,0,0,0.304079,0.309819,0.355634,0
0,0,0,0,0,0,0.599639,0.623343,0.731934,0
0.002913,0,0,0.002915,0,0,0.801723,0.841840,0.993779,0
0,0,0,0,0,0,0.472821,0.490729,0.574875,0
0,0,0,0.02439,0,0,0.649250,0.673802,0.793642,0
0.028037,0,0,0.037736,0,0,0.309305,0.310119,0.356210,0
0,0,0,0.014842,0,0,0.223392,0.221781,0.243194,0
0.004794,0,0,0.004798,0,0,0.398849,0.414915,0.482701,0
0,0,0,0.020408,0,0,0.223108,0.222782,0.245440,0
0.08982,0.006024,0,0,0,0,0.208996,0.217029,0.243131,1
0.003866,0,0,0.009032,0,0,0.253189,0.261027,0.292428,1
0,0,0,0.003932,0,0,0.566270,0.590873,0.690659,1
0.013356,0,0,0.004177,0,0,0.703430,0.738373,0.869871,1
0.0217,0,0,0.012681,0,0,0.138543,0.140420,0.146068,1
0.037893,0,0,0.0037,0,0,0.591146,0.620775,0.730024,1
0.02607,0,0,0.002676,0,0,0.758472,0.797300,0.941309,1
0.012012,0,0.000751,0.001503,0,0,0.643012,0.676220,0.795258,1
0,0,0,0.014787,0,0,0.272252,0.276000,0.305483,1
0,0,0,0,0,0,0.473702,0.494182,0.577642,1
0,0,0,0.003494,0,0,0.739648,0.775940,0.914321,1
0,0,0,0.02381,0,0,0.234774,0.231904,0.262556,1
0,0,0,0.018182,0,0,0.420353,0.429591,0.499672,1
0.040706,0.001359,0,0.006793,0,0,0.267163,0.279283,0.318481,1
0,0,0,0.000824,0,0,0.739295,0.776441,0.912606,1
0.00414,0,0,0.001775,0,0,0.759519,0.798268,0.940447,1
0,0,0,0.002595,0,0,0.568434,0.592608,0.696066,1
0,0,0,0.00299,0,0,0.512953,0.534932,0.626131,1
0,0,0,0.014706,0,0,0.468743,0.484790,0.562750,1
0,0,0,0.001208,0,0,0.429014,0.446162,0.521560,1
0,0,0,0.013582,0,0,0.308773,0.310573,0.350937,1
0,0,0,0.022968,0,0,0.279168,0.281255,0.318669,1
0,0,0,0.004608,0,0,0.802909,0.842478,0.994984,1
0.035928,0,0,0.006024,0,0,0.326709,0.340991,0.392288,1
0,0,0,0.007143,0,0,0.422490,0.439121,0.506986,1
0.004065,0,0.001357,0.020353,0,0,0.489751,0.506923,0.592877,1
0.029375,0.000625,0,0.001251,0,0,0.617380,0.649716,0.764092,1
0,0,0,0.006897,0,0,0.773115,0.810630,0.956572,1
0.047927,0,0.001297,0.003891,0,0.001297,0.349796,0.366243,0.424007,1
0.040695,0,0,0.001372,0,0,0.275645,0.295236,0.338172,1
