@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0,0,0.003765,0,0.791042,0.845617,0.983915,2
0,0,0,0.009836,0,0.772832,0.823409,0.957562,2
0.026144,0,0,0.006579,0,0.058662,0.066532,0.058681,2
0.008905,0,0,0.000891,0,0.373334,0.396260,0.456019,2
0.001359,0,0,0.00136,0,0.764522,0.816838,0.948785,2
0,0,0,0,0,0.490208,0.514506,0.593824,2
0.001966,0,0,0.00295,0,0.776038,0.829578,0.964459,2
0.016473,0,0,0.002908,0,0.680764,0.728283,0.845452,2
0,0,0,0.008403,0,0.454302,0.476549,0.551024,2
0,0,0,0.023148,0,0.546395,0.576086,0.669173,2
0.030176,0,0,0.006711,0,0.365325,0.383002,0.437354,2
0.038647,0,0,0.009709,0,0.500287,0.532925,0.615296,2
0,0,0,0,0,0.427161,0.450915,0.514670,2
0,0,0,0.007133,0,0.598881,0.635880,0.735745,2
0,0,0,0.017685,0,0.297949,0.304392,0.339407,2
0,0,0,0.00417,0,0.819587,0.875719,1.018968,2
0,0,0,0.008547,0,0.376672,0.393082,0.454953,2
0,0,0,0.017986,0,0.310451,0.317544,0.357681,2
0.00309,0,0,0.004329,0,0.766256,0.818942,0.952185,2
0.012163,0,0,0.004233,0,0.714992,0.764635,0.888670,2
0,0,0,0.006065,0,0.668217,0.710989,0.825421,2
0,0,0,0.005382,0,0.741188,0.790237,0.918823,2
0,0,0,0.002326,0,0.809865,0.865202,1.006506,2
0,0,0,0.020183,0,0.283574,0.292523,0.327561,2
0.003831,0,0,0.002558,0,0.537295,0.568684,0.658569,2
0.00252,0,0,0.001261,0,0.794826,0.849670,0.988380,2
0,0,0,0.013769,0,0.277066,0.291476,0.325884,2
0.003883,0,0,0.007782,0,0.387803,0.406214,0.468338,0
0.00708,0,0,0.019504,0,0.233850,0.237954,0.261366,0
0.004651,0,0,0.006206,0,0.746795,0.797476,0.927144,0
0.091892,0,0,0.021739,0,0.361288,0.381425,0.436042,0
0,0,0,0.02439,0,0.565567,0.595407,0.690945,0
0,0,0,0.008949,0,0.245603,0.251456,0.279746,0
0,0,0,0.004983,0,0.538140,0.568872,0.657264,0
0,0,0,0.018868,0,0.591944,0.623201,0.720137,0
0.016529,0,0,0,0,0.164167,0.171798,0.187998,0
0,0,0,0.002857,0,0.868844,0.929716,1.082441,0
0.001431,0,0,0.001433,0,0.811957,0.868610,1.010765,0
0.000997,0,0,0.003992,0,0.771155,0.824247,0.956928,0
0.106742,0,0,0,0,0.031310,0.041009,0.030063,0
0,0,0,0.028302,0,0.224695,0.227980,0.254138,0
0,0,0,0.030303,0,0.672214,0.710580,0.824788,0
0.003049,0,0,0.015267,0,0.289926,0.298670,0.332842,0
0.024845,0,0,0,0,0.031218,0.039966,0.030062,0
0,0,0,0.007407,0,0.570715,0.607554,0.702649,0
0,0,0,0.04908,0,0.519495,0.543128,0.626154,0
0,0,0,0.026316,0,0.581188,0.610971,0.707566,0
0.00846,0,0,0.001695,0,0.410361,0.440071,0.505351,0
0,0,0,0.007018,0,0.605400,0.643303,0.746075,0
0,0,0,0.023758,0,0.272931,0.279967,0.307927,0
0.017391,0,0,0.026316,0,0.148438,0.147071,0.158576,0
0,0,0,0.006182,0,0.601265,0.638532,0.738860,0
0,0,0,0,0,0.527738,0.559565,0.645264,1
0,0,0,0.018182,0,0.420526,0.437186,0.502237,1
0,0,0,0.003494,0,0.739866,0.789988,0.917163,1
0.08982,0.006024,0,0,0,0.208987,0.220080,0.244201,1
0,0,0,0,0,0.473784,0.502895,0.579573,1
0.005222,0,0,0.005229,0,0.572255,0.607813,0.703240,1
0,0,0,0,0,0.855895,0.915975,1.066118,1
0,0,0,0.014787,0,0.272334,0.279786,0.308082,1
0.003866,0,0,0.009032,0,0.253271,0.264575,0.293437,1
0.02268,0,0,0.004132,0,0.133501,0.143147,0.145705,1
0.035928,0,0,0.006024,0,0.326898,0.345969,0.393290,1
0.035813,0,0,0.001838,0.000919,0.645820,0.690958,0.801527,1
0.004065,0,0.001357,0.020353,0,0.489839,0.515768,0.595052,1
0,0,0,0.02381,0,0.234728,0.234997,0.264395,1
0.007042,0,0,0.002643,0,0.645633,0.690251,0.801737,1
0,0,0,0.002595,0,0.568514,0.602814,0.697924,1
0,0,0,0.013937,0,0.313458,0.326117,0.365723,1
0.040706,0.001359,0,0.006793,0,0.267229,0.283108,0.319124,1
0.037893,0,0,0.0037,0,0.591344,0.631581,0.732049,1
0,0,0,0.000824,0,0.739516,0.790400,0.915680,1
0,0,0,0.006897,0,0.773365,0.825416,0.959575,1
0,0,0,0.014706,0,0.468811,0.493415,0.565571,1
0.00414,0,0,0.001775,0,0.759756,0.812664,0.943286,1
0.02607,0,0,0.002676,0,0.758727,0.811633,0.944003,1
0,0,0,0.011928,0,0.205981,0.209909,0.226886,1
0,0,0,0.010204,0,0.411021,0.429131,0.493710,1
0,0,0,0.022968,0,0.279201,0.286226,0.320972,1
0.007874,0,0,0.007937,0,0.045980,0.045936,0.037928,1
0,0,0,0.028249,0,0.622113,0.658307,0.761372,1
0.013356,0,0,0.004177,0,0.703657,0.751570,0.872532,1
