@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature961 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0,0,0.003765,0.006455,0,0.795072,0.851566,0.983915,2
0,0,0,0.009836,0,0,0.776814,0.829088,0.957562,2
0.026144,0,0,0.006579,0.026316,0,0.057378,0.065812,0.058681,2
0.008905,0,0,0.000891,0.081996,0,0.374907,0.398800,0.456019,2
0.001359,0,0,0.00136,0.00136,0,0.768396,0.822517,0.948785,2
0,0,0,0,0.064748,0,0.492731,0.518287,0.593824,2
0.001966,0,0,0.00295,0.0059,0,0.779984,0.835434,0.964459,2
0.016473,0,0,0.002908,0.004363,0,0.684141,0.733339,0.845452,2
0,0,0,0.008403,0.042017,0,0.456649,0.479767,0.551024,2
0,0,0,0.023148,0.018519,0,0.549288,0.580095,0.669173,2
0.030176,0,0,0.006711,0.04698,0,0.367014,0.385445,0.437354,2
0.038647,0,0,0.009709,0.029126,0,0.502567,0.536479,0.615296,2
0,0,0,0,0.060606,0,0.429260,0.454096,0.514670,2
0,0,0,0.007133,0.034237,0,0.601946,0.640385,0.735745,2
0,0,0,0.017685,0.05627,0,0.299468,0.306232,0.339407,2
0,0,0,0.00417,0.003336,0,0.823769,0.881866,1.018968,2
0,0,0,0.008547,0.08547,0,0.378662,0.395672,0.454953,2
0,0,0,0.017986,0.111511,0,0.311989,0.319426,0.357681,2
0.00309,0,0,0.004329,0.003092,0,0.770122,0.824655,0.952185,2
0.012163,0,0,0.004233,0.001587,0,0.718567,0.769878,0.888670,2
0,0,0,0.006065,0.039757,0,0.671616,0.716029,0.825421,2
0,0,0,0.005382,0.024951,0,0.744989,0.795823,0.918823,2
0,0,0,0.002326,0.005426,0,0.814014,0.871293,1.006506,2
0,0,0,0.020183,0.108257,0,0.284838,0.294398,0.327561,2
0.003831,0,0,0.002558,0.05243,0,0.540028,0.572674,0.658569,2
0.00252,0,0,0.001261,0.001892,0,0.798885,0.855623,0.988380,2
0,0,0,0.013769,0.022375,0,0.277869,0.292970,0.325884,2
0.06,0,0,0.030303,0,0,0.079588,0.073382,0.071164,0
0,0,0,0.006289,0,0,0.568661,0.604460,0.695859,0
0,0,0,0.029557,0,0,0.628115,0.663808,0.764608,0
0.018868,0,0,0,0.104762,0,0.341699,0.363303,0.406584,0
0.013769,0,0,0.008621,0.001724,0,0.446191,0.471547,0.537437,0
0,0,0,0,0.003021,0,0.829353,0.889293,1.027077,0
0.057143,0,0,0.009615,0,0,0.218621,0.230179,0.252105,0
0.039773,0,0,0.022857,0,0,0.370394,0.389417,0.445489,0
0,0,0,0.007968,0.069721,0,0.303694,0.314673,0.350532,0
0.021452,0,0,0,0.006612,0,0.041571,0.056061,0.043164,0
0,0,0,0,0.005682,0,0.602972,0.638715,0.734674,0
0,0,0,0.010101,0.090909,0,0.255561,0.268725,0.298541,0
0,0,0,0.009188,0.037519,0,0.620873,0.659506,0.758934,0
0,0,0,0.008547,0,0,0.383369,0.399817,0.451978,0
0,0,0,0.017241,0,0,0.245706,0.253725,0.281931,0
0.024862,0,0,0.002766,0.004149,0,0.255523,0.273446,0.306042,0
0,0,0,0,0.028369,0,0.537733,0.571450,0.654188,0
0.003883,0,0,0.007782,0.128405,0,0.389688,0.409072,0.468338,0
0,0,0,0.003552,0.094139,0,0.432360,0.454601,0.521782,0
0,0,0,0.016854,0.005618,0,0.632580,0.669431,0.770578,0
0.001431,0,0,0.001433,0,0,0.816086,0.874719,1.010765,0
0,0,0,0.033613,0.008403,0,0.452792,0.474642,0.541016,0
0.003171,0,0,0.008883,0.015863,0,0.671866,0.716892,0.825197,0
0,0,0,0.031847,0,0,0.580628,0.613880,0.703946,0
0.002028,0,0,0.020325,0.022358,0,0.242512,0.245540,0.268890,0
0,0,0,0,0.001623,0,0.860263,0.922460,1.066118,1
0.013356,0,0,0.004177,0.003342,0,0.707189,0.756745,0.872532,1
0,0,0,0.000824,0.000824,0,0.743246,0.796021,0.915680,1
0,0,0,0.006897,0.001533,0,0.777330,0.831160,0.959575,1
0,0,0,0.012903,0.051613,0,0.540481,0.569687,0.656071,1
0,0,0,0.003226,0.001613,0,0.798808,0.854955,0.987194,1
0,0,0,0.001208,0.074879,0,0.431153,0.456838,0.523005,1
0,0,0,0.008065,0.016129,0,0.303190,0.324331,0.362976,1
0,0,0,0.003494,0.005242,0,0.743620,0.795543,0.917163,1
0.02268,0,0,0.004132,0.022727,0,0.133013,0.143432,0.145705,1
0,0,0,0.011928,0.001988,0,0.206759,0.210927,0.226886,1
0,0,0,0.012545,0.046595,0,0.205717,0.208298,0.222837,1
0.029375,0.000625,0,0.001251,0.005629,0,0.620551,0.665543,0.766123,1
0.003866,0,0,0.009032,0.037419,0,0.254103,0.266032,0.293437,1
0,0,0,0.018182,0.018182,0,0.422759,0.439830,0.502237,1
0.004065,0,0.001357,0.020353,0.028494,0,0.492352,0.519304,0.595052,1
0.0217,0,0,0.012681,0.067029,0,0.138652,0.141222,0.146322,1
0,0,0,0.014787,0.068392,0,0.273497,0.281545,0.308082,1
0.040706,0.001359,0,0.006793,0.013587,0,0.268189,0.284733,0.319124,1
0.035813,0,0,0.001838,0.000919,0.000919,0.648929,0.695685,0.801527,1
0.08982,0.006024,0,0,0.012048,0,0.209751,0.221414,0.244201,1
0,0,0,0.007143,0.042857,0,0.424646,0.450222,0.509489,1
0,0,0,0.013937,0.083624,0,0.314891,0.328395,0.365723,1
0.047927,0,0.001297,0.003891,0.029831,0,0.351203,0.373613,0.424280,1
0.040695,0,0,0.001372,0.003202,0,0.276513,0.299778,0.337944,1
0,0,0,0.003932,0.044561,0,0.569257,0.605765,0.693345,1
0.037893,0,0,0.0037,0.009251,0,0.594212,0.635866,0.732049,1
0,0,0,0,0.006993,0,0.530446,0.563397,0.645264,1
0,0,0,0.028249,0.00565,0,0.625309,0.662773,0.761372,1
0.007874,0,0,0.007937,0,0,0.045445,0.045354,0.037928,1
