@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0,0,0.003765,0,0.790483,0.848193,0.983915,2
0,0,0,0.009836,0,0.772307,0.825763,0.957562,2
0.026144,0,0,0.006579,0,0.058433,0.066426,0.058681,2
0.008905,0,0,0.000891,0,0.373069,0.397600,0.456019,2
0.001359,0,0,0.00136,0,0.764002,0.819171,0.948785,2
0,0,0,0,0,0.489949,0.516245,0.593824,2
0.001966,0,0,0.00295,0,0.775501,0.832051,0.964459,2
0.016473,0,0,0.002908,0,0.680285,0.730506,0.845452,2
0,0,0,0.008403,0,0.454072,0.477766,0.551024,2
0,0,0,0.023148,0,0.546048,0.577848,0.669173,2
0.030176,0,0,0.006711,0,0.365166,0.383794,0.437354,2
0.038647,0,0,0.009709,0,0.499930,0.534532,0.615296,2
0,0,0,0,0,0.427000,0.452072,0.514670,2
0,0,0,0.007133,0,0.598512,0.637667,0.735745,2
0,0,0,0.017685,0,0.297923,0.304659,0.339407,2
0,0,0,0.00417,0,0.819010,0.878330,1.018968,2
0,0,0,0.008547,0,0.376500,0.394313,0.454953,2
0,0,0,0.017986,0,0.310391,0.318015,0.357681,2
0.00309,0,0,0.004329,0,0.765715,0.821388,0.952185,2
0.012163,0,0,0.004233,0,0.714483,0.766942,0.888670,2
0,0,0,0.006065,0,0.667790,0.713165,0.825421,2
0,0,0,0.005382,0,0.740684,0.792618,0.918823,2
0,0,0,0.002326,0,0.809300,0.867788,1.006506,2
0,0,0,0.020183,0,0.283512,0.293099,0.327561,2
0.003831,0,0,0.002558,0,0.536977,0.570376,0.658569,2
0.00252,0,0,0.001261,0,0.794277,0.852177,0.988380,2
0,0,0,0.013769,0,0.276895,0.291861,0.325884,2
0,0,0,0.010545,0,0.468832,0.495191,0.569824,0
0,0,0,0.02521,0,0.374659,0.391892,0.446296,0
0.039773,0,0,0.022857,0,0.368405,0.387976,0.445489,0
0,0,0,0,0,0.792808,0.851093,0.987676,0
0,0,0,0.011628,0,0.245733,0.251899,0.277930,0
0,0,0,0.021818,0,0.285725,0.290937,0.324943,0
0,0,0,0.012658,0,0.265496,0.270864,0.297906,0
0,0,0,0.033333,0,0.597654,0.632422,0.731438,0
0,0,0,0.025974,0,0.178911,0.175049,0.189368,0
0,0,0,0.008475,0,0.486569,0.513438,0.593238,0
0,0,0,0.007952,0,0.547700,0.582921,0.669536,0
0.002796,0,0.000933,0.003731,0,0.772574,0.828417,0.960578,0
0,0,0,0,0,0.360334,0.380066,0.435407,0
0.017391,0,0,0.026316,0,0.148420,0.147289,0.158576,0
0,0,0,0.006289,0,0.569153,0.607096,0.698786,0
0,0,0,0,0,0.111323,0.113865,0.117325,0
0.00237,0,0,0.005534,0,0.759745,0.815040,0.944713,0
0,0,0,0.038462,0,0.538193,0.565416,0.653397,0
0.003182,0,0,0.003185,0,0.743037,0.795845,0.922293,0
0.03166,0,0,0.001546,0,0.603219,0.647801,0.747408,0
0.007067,0,0,0.004717,0,0.745212,0.800058,0.927744,0
0,0,0,0.03118,0,0.216559,0.215069,0.237695,0
0,0,0,0.014469,0,0.267703,0.277168,0.309748,0
0,0,0,0.007307,0,0.565094,0.600383,0.693750,0
0,0,0,0.00367,0,0.437333,0.462139,0.532072,0
0,0,0,0.003932,0,0.566126,0.603249,0.693345,1
0.005222,0,0,0.005229,0,0.571892,0.609599,0.703240,1
0.013158,0,0.001317,0.003292,0,0.638064,0.684770,0.792148,1
0,0,0,0.00299,0,0.512737,0.545963,0.628217,1
0,0,0,0,0,0.473530,0.504830,0.579573,1
0,0,0,0.012545,0,0.204911,0.207090,0.222837,1
0,0,0,0.003226,0,0.794218,0.851524,0.987194,1
0,0,0,0.013582,0,0.308823,0.316252,0.354063,1
0.02607,0,0,0.002676,0,0.758182,0.814092,0.944003,1
0,0,0,0.014787,0,0.272282,0.279873,0.308082,1
0,0,0,0.02381,0,0.234661,0.235371,0.264395,1
0,0,0,0.008065,0,0.302168,0.323393,0.362976,1
0.035928,0,0,0.006024,0,0.326684,0.346675,0.393290,1
0,0,0,0.03125,0,0.544225,0.574496,0.661247,1
0.007874,0,0,0.007937,0,0.045934,0.045660,0.037928,1
0.029375,0.000625,0,0.001251,0,0.617140,0.663035,0.766123,1
0.0217,0,0,0.012681,0,0.138579,0.140615,0.146322,1
0.037893,0,0,0.0037,0,0.590925,0.633456,0.732049,1
0.000425,0,0,0.003825,0,0.740737,0.793673,0.919215,1
0,0,0,0.001208,0,0.428821,0.455046,0.523005,1
0.00534,0,0,0.003562,0,0.796350,0.854519,0.990842,1
0.02268,0,0,0.004132,0,0.133354,0.142741,0.145705,1
0,0,0,0.000824,0,0.739032,0.792553,0.915680,1
0.012012,0,0.000751,0.001503,0,0.642788,0.689899,0.797277,1
0,0,0,0.012903,0,0.537308,0.567431,0.656071,1
0.035813,0,0,0.001838,0.000919,0.645350,0.693020,0.801527,1
0.040706,0.001359,0,0.006793,0,0.267058,0.283744,0.319124,1
0.004065,0,0.001357,0.020353,0,0.489554,0.517171,0.595052,1
0,0,0,0.010204,0,0.410808,0.430368,0.493710,1
0.040695,0,0,0.001372,0,0.275504,0.299690,0.337944,1
