@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature788 numeric
@attribute bi_feature809 numeric
@attribute bi_feature1223 numeric
@attribute bi_feature1301 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0,0,0,0,0.000538,0.792562,0.831877,1.028204,2
0,0,0,0,0,0,0.774229,0.810243,1.000972,2
0.001966,0,0,0,0,0,0.777515,0.816066,1.007953,2
0.016473,0,0,0,0,0,0.682068,0.716540,0.882996,2
0,0,0,0,0,0,0.454944,0.469320,0.574940,2
0,0,0,0,0,0,0.547358,0.567078,0.698089,2
0.030176,0,0,0,0,0,0.365747,0.377565,0.455383,2
0.038647,0,0,0,0,0,0.501167,0.524839,0.640387,2
0,0,0,0,0,0,0.427793,0.444244,0.537122,2
0,0,0,0,0,0,0.599929,0.625836,0.768372,2
0,0,0,0,0,0,0.298085,0.300990,0.354111,2
0,0,0,0,0,0,0.821141,0.861515,1.064843,2
0,0,0,0,0,0,0.377242,0.387402,0.474113,2
0,0,0,0,0,0,0.310555,0.313910,0.373039,2
0.00309,0,0,0,0,0,0.767710,0.805660,0.994706,2
0.012163,0,0,0,0,0.000529,0.716355,0.752319,0.928358,2
0,0,0,0,0,0,0.669420,0.699645,0.862000,2
0,0,0,0,0,0,0.742571,0.777462,0.959971,2
0,0,0,0,0,0,0.811406,0.851162,1.051977,2
0,0,0,0,0,0,0.283775,0.289150,0.339783,2
0.003831,0,0,0,0,0,0.538205,0.559832,0.687211,2
0.00252,0,0,0,0,0,0.796341,0.835862,1.033178,2
0,0,0,0,0,0,0.277340,0.288211,0.333635,2
0,0,0,0,0,0,0.142331,0.139608,0.155070,0
0,0,0,0,0,0,0.870529,0.914483,1.131445,0
0,0,0,0,0,0,0.389235,0.403416,0.487342,0
0.009728,0,0,0,0,0,0.159649,0.164665,0.173092,0
0,0,0,0,0,0,0.428615,0.437577,0.531933,0
0,0,0,0,0,0,0.824876,0.866628,1.070526,0
0,0,0,0,0,0,0.564783,0.585916,0.719738,0
0,0,0,0,0,0,0.810925,0.850951,1.051336,0
0.014039,0,0,0,0,0,0.618575,0.648923,0.797235,0
0,0,0,0,0,0,0.322062,0.329595,0.391300,0
0,0,0,0,0,0,0.263280,0.268036,0.311765,0
0,0,0,0,0,0,0.607967,0.635478,0.782942,0
0.001957,0,0,0,0,0,0.266608,0.268738,0.316388,0
0,0,0,0,0,0,0.226295,0.229731,0.266050,0
0.007987,0,0,0,0,0,0.383725,0.398113,0.481165,0
0,0,0,0,0,0,0.409773,0.423850,0.509970,0
0.005291,0,0,0,0,0,0.496598,0.512387,0.625130,0
0.002028,0,0,0,0,0,0.241341,0.241957,0.280568,0
0,0,0,0,0,0,0.304350,0.310377,0.371069,0
0,0,0,0,0,0,0.467751,0.486532,0.589274,0
0.005979,0,0,0,0,0,0.164774,0.169268,0.178506,0
0,0,0,0,0,0,0.359969,0.368121,0.446334,0
0,0,0,0,0,0,0.273061,0.276727,0.320957,0
0,0,0,0,0,0,0.578505,0.600490,0.735973,0
0,0,0,0,0,0,0.582117,0.601583,0.738534,0
0.035928,0,0,0,0,0,0.327333,0.341503,0.407714,1
0,0,0,0,0,0,0.567370,0.592316,0.724111,1
0,0,0,0,0,0,0.528659,0.550998,0.674109,1
0,0,0,0,0,0,0.420991,0.431202,0.524842,1
0.037893,0,0,0,0,0,0.592437,0.621582,0.764032,1
0.000425,0,0,0,0,0,0.742599,0.778685,0.960586,1
0.012012,0,0,0.000751,0,0,0.644431,0.677072,0.831526,1
0,0,0,0,0,0,0.741249,0.777242,0.958349,1
0.00414,0,0,0,0,0,0.761191,0.799480,0.985474,1
0.007042,0,0,0,0,0,0.646854,0.679183,0.837205,1
0.0217,0,0,0,0,0,0.138524,0.140220,0.145371,1
0,0,0,0,0,0,0.313759,0.322008,0.380304,1
0.013356,0,0,0,0,0,0.704970,0.739497,0.911575,1
0,0,0,0,0,0,0.474563,0.495311,0.603698,1
0.007874,0,0,0,0,0,0.045838,0.046977,0.031714,1
0.08982,0.006024,0,0,0,0,0.209259,0.217181,0.252978,1
0,0,0,0,0,0,0.623117,0.648293,0.795439,1
0.040695,0,0,0,0,0,0.276291,0.294679,0.347576,1
0.004702,0,0,0,0.00157,0,0.254354,0.264613,0.299239,1
0,0,0,0,0,0,0.538553,0.556917,0.684032,1
0.02268,0,0,0,0,0,0.133430,0.142515,0.140819,1
0,0,0,0,0,0,0.423203,0.440458,0.531998,1
0,0,0,0,0,0,0.272399,0.276579,0.319471,1
0,0,0,0,0,0,0.796246,0.835281,1.031900,1
0,0,0,0,0,0,0.302842,0.318765,0.370796,1
0,0,0,0,0,0,0.205975,0.207993,0.234106,1
0,0,0,0,0,0,0.429747,0.446637,0.544875,1
0.00534,0,0,0,0,0,0.798440,0.838115,1.035171,1
0,0,0,0,0,0,0.279391,0.282976,0.333856,1
0.004065,0,0,0.001357,0,0,0.490610,0.508015,0.620669,1
