@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute bi_feature1301 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0,0,0.003765,0,0.000538,0.792049,0.848143,0.988595,2
0,0,0,0.009836,0,0,0.773882,0.825896,0.962082,2
0.026144,0,0,0.006579,0,0,0.057860,0.067323,0.055470,2
0.008905,0,0,0.000891,0,0,0.373657,0.397406,0.458010,2
0.001359,0,0,0.00136,0,0,0.765504,0.819158,0.953223,2
0,0,0,0,0,0,0.490946,0.515840,0.596773,2
0.001966,0,0,0.00295,0,0,0.777028,0.831976,0.969002,2
0.016473,0,0,0.002908,0,0,0.681587,0.730413,0.849548,2
0,0,0,0.008403,0,0,0.455039,0.477802,0.553458,2
0,0,0,0.023148,0,0,0.547221,0.577897,0.672255,2
0.030176,0,0,0.006711,0,0,0.365861,0.383829,0.439035,2
0.038647,0,0,0.009709,0,0,0.500816,0.534513,0.617878,2
0,0,0,0,0,0,0.427786,0.451616,0.517031,2
0,0,0,0.007133,0,0,0.599707,0.637556,0.739231,2
0,0,0,0.017685,0,0,0.298562,0.304741,0.341102,2
0,0,0,0.00417,0,0,0.820640,0.878337,1.023708,2
0,0,0,0.008547,0,0,0.377305,0.394117,0.457017,2
0,0,0,0.017986,0,0,0.311046,0.318010,0.359602,2
0.00309,0,0,0.004329,0,0,0.767216,0.821380,0.956649,2
0.012163,0,0,0.004233,0,0.000529,0.715867,0.766934,0.892904,2
0,0,0,0.006065,0,0,0.669115,0.712940,0.829276,2
0,0,0,0.005382,0,0,0.742166,0.792536,0.923158,2
0,0,0,0.002326,0,0,0.810915,0.867761,1.011242,2
0,0,0,0.020183,0,0,0.284008,0.292856,0.328791,2
0,0,0,0.007307,0,0,0.566232,0.600148,0.697039,0
0,0,0,0.021978,0,0,0.609048,0.643371,0.746742,0
0,0,0,0.033333,0,0,0.598956,0.632732,0.734928,0
0,0,0,0.00367,0,0,0.438201,0.461838,0.534578,0
0,0,0,0.041958,0,0,0.473353,0.492720,0.569177,0
0.012563,0,0,0.005031,0,0,0.537577,0.570639,0.662406,0
0.004167,0,0,0,0,0,0.420148,0.442211,0.510419,0
0,0,0,0.046512,0,0,0.567706,0.598029,0.693997,0
0,0,0,0.01848,0,0,0.228900,0.229451,0.252254,0
0,0,0,0.029795,0,0,0.223390,0.226251,0.247938,0
0,0,0,0.014184,0,0,0.299623,0.309355,0.346374,0
0,0,0,0.005455,0,0,0.489816,0.518134,0.600257,0
0.004651,0,0,0.006206,0,0,0.747762,0.799864,0.931560,0
0,0,0,0.023256,0,0,0.586627,0.617948,0.718217,0
0.009569,0,0,0.019231,0,0,0.382317,0.401895,0.461823,0
0,0,0,0.019608,0,0,0.386154,0.398634,0.455145,0
0.03166,0,0,0.001546,0,0,0.604337,0.647731,0.751075,0
0,0,0,0.038462,0,0,0.539424,0.565806,0.656453,0
0,0,0,0.019231,0,0,0.620031,0.658806,0.765231,0
0,0,0,0.014469,0,0,0.268165,0.276445,0.311332,0
0,0,0,0.007952,0,0,0.548775,0.582780,0.672615,0
0,0,0,0.021127,0,0,0.445012,0.465452,0.534816,0
0.002577,0,0,0.002581,0,0,0.530679,0.564682,0.652999,0
0.00708,0,0,0.019504,0,0,0.234302,0.237951,0.262655,0
0,0,0,0.010101,0,0,0.550063,0.582651,0.674017,0
0,0,0,0.003226,0,0,0.795796,0.851465,0.991778,1
0.007042,0,0,0.002643,0,0,0.646423,0.692332,0.805589,1
0,0,0,0.008065,0,0,0.302442,0.323827,0.362676,1
0.012012,0,0.000751,0.001503,0,0,0.643966,0.690006,0.800636,1
0,0,0,0.022968,0,0,0.279713,0.286448,0.322567,1
0,0,0,0.006897,0,0,0.774394,0.827830,0.964040,1
0.013158,0,0.001317,0.003292,0,0,0.639271,0.684815,0.795759,1
0,0,0,0.00299,0,0,0.513702,0.545582,0.631279,1
0,0,0,0,0,0,0.474330,0.503805,0.582629,1
0,0,0,0.013937,0,0,0.313929,0.326360,0.367416,1
0,0,0,0.011928,0,0,0.206302,0.210082,0.226823,1
0,0,0,0.018182,0,0,0.421319,0.438326,0.504446,1
0,0,0,0.002595,0,0,0.569253,0.604462,0.700994,1
0.000425,0,0,0.003825,0,0,0.742202,0.793704,0.923437,1
0.040695,0,0,0.001372,0,0,0.275681,0.299791,0.339614,1
0.02268,0,0,0.004132,0,0,0.133093,0.143518,0.143110,1
0.029375,0.000625,0,0.001251,0,0,0.618280,0.662994,0.769746,1
0,0,0,0.028249,0,0,0.623014,0.660209,0.765037,1
0,0,0,0.02381,0,0,0.235237,0.235536,0.265859,1
0,0,0,0.03125,0,0,0.545387,0.574751,0.664336,1
0,0,0,0.014706,0,0,0.469551,0.494567,0.568203,1
0.047927,0,0.001297,0.003891,0,0.001297,0.350147,0.372468,0.425224,1
0.003866,0,0,0.009032,0,0,0.253466,0.265072,0.293663,1
0.040706,0.001359,0,0.006793,0,0,0.267407,0.283811,0.320116,1
0.004065,0,0.001357,0.020353,0,0,0.490570,0.517213,0.597766,1
0.00534,0,0,0.003562,0,0,0.797911,0.854471,0.995523,1
0.037893,0,0,0.0037,0,0,0.592049,0.633462,0.735499,1
0.00414,0,0,0.001775,0,0,0.760695,0.814959,0.947691,1
0.0217,0,0,0.012681,0,0,0.138586,0.140944,0.145238,1
0.035928,0,0,0.006024,0,0,0.327183,0.347068,0.394560,1
