@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0,0,0.003765,0,0.784735,0.841508,0.983915,2
0,0,0,0.009836,0,0.766812,0.819371,0.957562,2
0.026144,0,0,0.006579,0,0.058839,0.067528,0.058681,2
0.008905,0,0,0.000891,0,0.370634,0.394400,0.456019,2
0.001359,0,0,0.00136,0,0.758471,0.812865,0.948785,2
0,0,0,0,0,0.486725,0.511430,0.593824,2
0.001966,0,0,0.00295,0,0.769853,0.825509,0.964459,2
0.016473,0,0,0.002908,0,0.675354,0.724827,0.845452,2
0,0,0,0.008403,0,0.451165,0.473869,0.551024,2
0,0,0,0.023148,0,0.542405,0.572846,0.669173,2
0.030176,0,0,0.006711,0,0.362925,0.380962,0.437354,2
0.038647,0,0,0.009709,0,0.496523,0.530480,0.615296,2
0,0,0,0,0,0.424137,0.448432,0.514670,2
0,0,0,0.007133,0,0.594335,0.632464,0.735745,2
0,0,0,0.017685,0,0.296413,0.302419,0.339407,2
0,0,0,0.00417,0,0.813076,0.871466,1.018968,2
0,0,0,0.008547,0,0.374210,0.390818,0.454953,2
0,0,0,0.017986,0,0.308766,0.315538,0.357681,2
0.00309,0,0,0.004329,0,0.760178,0.814979,0.952185,2
0.012163,0,0,0.004233,0,0.709326,0.761055,0.888670,2
0,0,0,0.006065,0,0.663059,0.707392,0.825421,2
0,0,0,0.005382,0,0.735372,0.786240,0.918823,2
0,0,0,0.002326,0,0.803433,0.860972,1.006506,2
0,0,0,0.020183,0,0.282008,0.290809,0.327561,2
0.003831,0,0,0.002558,0,0.533315,0.565667,0.658569,2
0.00252,0,0,0.001261,0,0.788507,0.845573,0.988380,2
0,0,0,0.013769,0,0.275542,0.290428,0.325884,2
0.002913,0,0,0.002915,0,0.795597,0.853012,0.996819,0
0,0,0,0.033613,0,0.447418,0.468759,0.541016,0
0,0,0,0.03012,0,0.607903,0.642921,0.749935,0
0,0,0,0,0,0.356863,0.373910,0.423490,0
0.005291,0,0,0.037234,0,0.492446,0.517097,0.600411,0
0,0,0,0.023438,0,0.288158,0.300508,0.336572,0
0,0,0,0.006289,0,0.565187,0.602363,0.698786,0
0,0,0,0.016667,0,0.606170,0.642248,0.749818,0
0.005731,0,0,0.007174,0,0.427889,0.452627,0.523289,0
0.001431,0,0,0.001433,0,0.805452,0.864418,1.010765,0
0,0,0,0.01218,0,0.732411,0.782393,0.913400,0
0,0,0,0.007968,0,0.300503,0.310944,0.350532,0
0.011494,0,0,0.034682,0,0.404161,0.422493,0.485637,0
0,0,0,0.02454,0,0.612465,0.646415,0.751429,0
0,0,0,0.014925,0,0.361364,0.373122,0.426972,0
0.004794,0,0,0.004798,0,0.396095,0.419473,0.483938,0
0,0,0,0.021978,0,0.603689,0.637906,0.743174,0
0,0,0,0.008547,0,0.378958,0.395051,0.451978,0
0,0,0,0.038217,0,0.541369,0.567320,0.661882,0
0.013464,0,0,0.007353,0,0.498157,0.529286,0.613890,0
0,0,0,0.010638,0,0.385943,0.407230,0.467489,0
0.003182,0,0,0.003185,0,0.737706,0.789677,0.922293,0
0.009728,0,0,0.017544,0,0.159221,0.165096,0.173843,0
0,0,0,0.016097,0,0.302087,0.312405,0.357303,0
0.004651,0,0,0.006206,0,0.740903,0.793649,0.927144,0
0,0,0,0.028249,0,0.617496,0.654950,0.761372,1
0.040706,0.001359,0,0.006793,0,0.265473,0.281887,0.319124,1
0.00534,0,0,0.003562,0,0.790568,0.847801,0.990842,1
0,0,0,0.003494,0,0.734038,0.786101,0.917163,1
0,0,0,0.012545,0,0.203971,0.205754,0.222837,1
0,0,0,0.003932,0,0.562174,0.598521,0.693345,1
0.047927,0,0.001297,0.003891,0,0.347492,0.369662,0.424280,1
0.007042,0,0,0.002643,0,0.640545,0.687060,0.801737,1
0.0217,0,0,0.012681,0,0.138320,0.140156,0.146322,1
0.040695,0,0,0.001372,0,0.273784,0.298074,0.337944,1
0.02607,0,0,0.002676,0,0.752674,0.807791,0.944003,1
0,0,0,0.00299,0,0.509173,0.541355,0.628217,1
0.004702,0,0,0.012559,0.00157,0.252788,0.266320,0.292516,1
0.029375,0.000625,0,0.001251,0,0.612707,0.658004,0.766123,1
0.005222,0,0,0.005229,0,0.567950,0.604734,0.703240,1
0.003866,0,0,0.009032,0,0.251906,0.263471,0.293437,1
0,0,0,0.022968,0,0.277695,0.284485,0.320972,1
0,0,0,0.014706,0,0.465561,0.490699,0.565571,1
0,0,0,0.008065,0,0.300499,0.321652,0.362976,1
0.035813,0,0,0.001838,0.000919,0.640738,0.687795,0.801527,1
0,0,0,0.003226,0,0.788467,0.844941,0.987194,1
0,0,0,0,0,0.523888,0.556808,0.645264,1
0,0,0,0.018182,0,0.417909,0.434863,0.502237,1
0,0,0,0.011928,0,0.205177,0.208681,0.226886,1
0.037893,0,0,0.0037,0,0.586735,0.628630,0.732049,1
0,0,0,0.001208,0,0.425918,0.451136,0.523005,1
0.02268,0,0,0.004132,0,0.133092,0.143041,0.145705,1
0.013158,0,0.001317,0.003292,0,0.633500,0.679625,0.792148,1
0,0,0,0,0,0.849018,0.911567,1.066118,1
0,0,0,0.000824,0,0.733639,0.786386,0.915680,1
