@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute bi_feature1301 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0,0,0.003765,0,0.000538,0.790828,0.846405,0.970850,2
0,0,0,0.009836,0,0,0.772639,0.824127,0.944915,2
0.026144,0,0,0.006579,0,0,0.058334,0.067236,0.060455,2
0.008905,0,0,0.000891,0,0,0.373210,0.396724,0.450698,2
0.001359,0,0,0.00136,0,0,0.764331,0.817619,0.936263,2
0,0,0,0,0,0,0.490162,0.514760,0.586299,2
0.001966,0,0,0.00295,0,0,0.775838,0.830358,0.951677,2
0.016473,0,0,0.002908,0,0,0.680574,0.728991,0.834336,2
0,0,0,0.008403,0,0,0.454290,0.476901,0.544411,2
0,0,0,0.023148,0,0,0.546319,0.576457,0.660919,2
0.030176,0,0,0.006711,0,0,0.365299,0.383294,0.432229,2
0.038647,0,0,0.009709,0,0,0.500117,0.533444,0.607534,2
0,0,0,0,0,0,0.427143,0.451120,0.507844,2
0,0,0,0.007133,0,0,0.598770,0.636338,0.726093,2
0,0,0,0.017685,0,0,0.297990,0.304166,0.334892,2
0,0,0,0.00417,0,0,0.819366,0.876540,1.005438,2
0,0,0,0.008547,0,0,0.376681,0.393253,0.449512,2
0,0,0,0.017986,0,0,0.310445,0.317463,0.353000,2
0.00309,0,0,0.004329,0,0,0.766052,0.819738,0.939683,2
0.012163,0,0,0.004233,0,0.000529,0.714793,0.765384,0.876990,2
0,0,0,0.006065,0,0,0.668080,0.711610,0.814581,2
0.003831,0,0,0.002558,0,0,0.537214,0.569116,0.650128,2
0.00252,0,0,0.001261,0,0,0.794624,0.850466,0.975257,2
0,0,0,0.013769,0,0,0.276960,0.291804,0.322743,2
0,0,0,0.003279,0,0,0.624104,0.664977,0.760174,0
0,0,0,0.018868,0,0,0.591825,0.623529,0.710809,0
0,0,0,0.010582,0,0,0.313350,0.337343,0.377910,0
0,0,0,0.007407,0,0,0.570586,0.608095,0.693471,0
0.018868,0,0,0,0,0,0.340186,0.360670,0.400808,0
0,0,0,0.038217,0,0,0.545108,0.571053,0.653652,0
0,0,0,0.010969,0,0,0.273955,0.281679,0.310873,0
0,0,0,0,0,0,0.832083,0.891351,1.021982,0
0.013722,0,0,0.024055,0,0,0.233032,0.233739,0.252447,0
0,0,0,0.041322,0,0,0.428065,0.443685,0.503643,0
0,0,0,0.014469,0,0,0.267766,0.276228,0.305550,0
0.001348,0,0,0.00135,0,0,0.467923,0.499546,0.567524,0
0,0,0,0.018519,0,0,0.373799,0.386604,0.435160,0
0,0,0,0.016097,0,0,0.304020,0.314722,0.352765,0
0.016129,0,0,0.043243,0,0,0.448135,0.470054,0.535604,0
0,0,0,0.01227,0,0,0.613687,0.647815,0.739843,0
0,0,0,0.011309,0,0,0.549672,0.581556,0.661493,0
0,0,0,0.014842,0,0,0.223508,0.225302,0.242701,0
0,0,0,0.013554,0,0,0.284749,0.294526,0.325139,0
0.009174,0,0,0,0,0,0.040608,0.054703,0.043422,0
0,0,0,0.002857,0,0,0.868604,0.930604,1.067985,0
0.004651,0,0,0.006206,0,0,0.746593,0.798221,0.914886,0
0.004004,0,0,0.003006,0,0,0.654992,0.699342,0.798269,0
0,0,0,0.007968,0,0,0.302272,0.312689,0.345865,0
0.003049,0,0,0.015267,0,0,0.289939,0.298528,0.328608,0
0.012012,0,0.000751,0.001503,0,0,0.643059,0.688670,0.787060,1
0,0,0,0.000824,0,0,0.739340,0.791127,0.903517,1
0.029375,0.000625,0,0.001251,0,0,0.617395,0.661734,0.756206,1
0,0,0,0.012545,0,0,0.204924,0.206783,0.219911,1
0,0,0,0.014787,0,0,0.272313,0.279711,0.304325,1
0,0,0,0.028249,0,0,0.621966,0.658719,0.751313,1
0.013356,0,0,0.004177,0,0,0.703467,0.752273,0.861035,1
0,0,0,0.02381,0,0,0.234748,0.234804,0.261578,1
0.035813,0,0,0.001838,0.000919,0,0.645618,0.691675,0.791158,1
0.037893,0,0,0.0037,0,0,0.591169,0.632201,0.722598,1
0,0,0,0,0,0,0.527697,0.559892,0.636810,1
0.0217,0,0,0.012681,0,0,0.138548,0.140831,0.145509,1
0.040695,0,0,0.001372,0,0,0.275615,0.299234,0.334615,1
0,0,0,0.011928,0,0,0.206003,0.209822,0.224565,1
0,0,0,0.002595,0,0,0.568405,0.603326,0.689083,1
0.035928,0,0,0.006024,0,0,0.326795,0.346302,0.388956,1
0.004702,0,0,0.012559,0.00157,0,0.254095,0.267904,0.289708,1
0.000425,0,0,0.003825,0,0,0.741053,0.792167,0.907124,1
0.004065,0,0.001357,0.020353,0,0,0.489766,0.516040,0.587495,1
0,0,0,0.013582,0,0,0.308909,0.315741,0.349390,1
0,0,0,0.010204,0,0,0.410985,0.429254,0.487482,1
0,0,0,0.001208,0,0,0.429005,0.454039,0.516522,1
0.007874,0,0,0.007937,0,0,0.045899,0.046118,0.038901,1
0,0,0,0,0,0,0.855666,0.916849,1.051869,1
0.08982,0.006024,0,0,0,0,0.208964,0.220170,0.241503,1
0,0,0,0.003226,0,0,0.794559,0.849810,0.974065,1
0.00534,0,0,0.003562,0,0,0.796697,0.852734,0.977711,1
0.047927,0,0.001297,0.003891,0,0.001297,0.349761,0.371789,0.419726,1
0.02268,0,0,0.004132,0,0,0.133304,0.143637,0.145609,1
0,0,0,0.012903,0,0,0.537570,0.565987,0.647806,1
