@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute bi_feature1301 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0,0,0.003765,0,0.000538,0.792049,0.848143,0.988595,2
0,0,0,0.009836,0,0,0.773882,0.825896,0.962082,2
0.026144,0,0,0.006579,0,0,0.057860,0.067323,0.055470,2
0.008905,0,0,0.000891,0,0,0.373657,0.397406,0.458010,2
0.001359,0,0,0.00136,0,0,0.765504,0.819158,0.953223,2
0,0,0,0,0,0,0.490946,0.515840,0.596773,2
0.001966,0,0,0.00295,0,0,0.777028,0.831976,0.969002,2
0.016473,0,0,0.002908,0,0,0.681587,0.730413,0.849548,2
0,0,0,0.008403,0,0,0.455039,0.477802,0.553458,2
0,0,0,0.023148,0,0,0.547221,0.577897,0.672255,2
0.030176,0,0,0.006711,0,0,0.365861,0.383829,0.439035,2
0.038647,0,0,0.009709,0,0,0.500816,0.534513,0.617878,2
0,0,0,0,0,0,0.427786,0.451616,0.517031,2
0,0,0,0.007133,0,0,0.599707,0.637556,0.739231,2
0,0,0,0.017685,0,0,0.298562,0.304741,0.341102,2
0,0,0,0.00417,0,0,0.820640,0.878337,1.023708,2
0,0,0,0.008547,0,0,0.377305,0.394117,0.457017,2
0,0,0,0.017986,0,0,0.311046,0.318010,0.359602,2
0.00309,0,0,0.004329,0,0,0.767216,0.821380,0.956649,2
0.012163,0,0,0.004233,0,0.000529,0.715867,0.766934,0.892904,2
0,0,0,0.006065,0,0,0.669115,0.712940,0.829276,2
0,0,0,0.005382,0,0,0.742166,0.792536,0.923158,2
0,0,0,0.002326,0,0,0.810915,0.867761,1.011242,2
0,0,0,0.020183,0,0,0.284008,0.292856,0.328791,2
0,0,0,0.034483,0,0,0.564562,0.594816,0.689399,0
0.002913,0,0,0.002915,0,0,0.803011,0.859676,1.001530,0
0.021127,0,0,0.010582,0,0,0.193485,0.199913,0.214315,0
0,0,0,0.015504,0,0,0.361209,0.380198,0.435102,0
0,0,0,0.037037,0,0,0.605263,0.639742,0.742554,0
0,0,0,0.006623,0,0,0.391592,0.410503,0.467790,0
0.005291,0,0,0.037234,0,0,0.496598,0.521797,0.603047,0
0,0,0,0.014925,0,0,0.364243,0.376386,0.429234,0
0,0,0,0.005291,0,0,0.550809,0.583922,0.674225,0
0,0,0,0.02439,0,0,0.566470,0.597304,0.694159,0
0,0,0,0.001618,0,0,0.773219,0.828034,0.962756,0
0.027933,0,0,0.033708,0,0,0.417933,0.436587,0.504410,0
0.010033,0,0,0.01005,0,0,0.235445,0.245941,0.270279,0
0,0,0,0.010799,0,0,0.232935,0.233956,0.257123,0
0,0,0,0.01107,0,0,0.217498,0.220215,0.240978,0
0.009569,0,0,0.019231,0,0,0.382317,0.401895,0.461823,0
0.056202,0,0,0,0,0,0.019576,0.026725,0.016924,0
0,0,0,0.014184,0,0,0.299623,0.309355,0.346374,0
0,0,0,0.001381,0,0,0.756957,0.809889,0.942019,0
0.010081,0,0,0.022222,0,0,0.234465,0.241817,0.266952,0
0.000997,0,0,0.003992,0,0,0.772094,0.826671,0.961197,0
0,0,0,0.020202,0,0,0.360262,0.373897,0.428892,0
0.040541,0,0,0.020408,0,0,0.240314,0.252968,0.285214,0
0.002577,0,0,0.002581,0,0,0.530679,0.564682,0.652999,0
0,0,0,0.020408,0,0,0.223536,0.225976,0.249085,0
0.013158,0,0.001317,0.003292,0,0,0.639271,0.684815,0.795759,1
0.013356,0,0,0.004177,0,0,0.704536,0.753779,0.876706,1
0.0217,0,0,0.012681,0,0,0.138586,0.140944,0.145238,1
0.005222,0,0,0.005229,0,0,0.572995,0.609494,0.706370,1
0,0,0,0.000824,0,0,0.740462,0.792471,0.919975,1
0,0,0,0.022968,0,0,0.279713,0.286448,0.322567,1
0.02607,0,0,0.002676,0,0,0.759668,0.814087,0.948533,1
0,0,0,0.003226,0,0,0.795796,0.851465,0.991778,1
0,0,0,0.02381,0,0,0.235237,0.235536,0.265859,1
0,0,0,0.03125,0,0,0.545387,0.574751,0.664336,1
0.007042,0,0,0.002643,0,0,0.646423,0.692332,0.805589,1
0,0,0,0.013937,0,0,0.313929,0.326360,0.367416,1
0,0,0,0.003932,0,0,0.567205,0.602972,0.696627,1
0.047927,0,0.001297,0.003891,0,0.001297,0.350147,0.372468,0.425224,1
0,0,0,0.003494,0,0,0.740826,0.792222,0.921420,1
0,0,0,0.028249,0,0,0.623014,0.660209,0.765037,1
0.012012,0,0.000751,0.001503,0,0,0.643966,0.690006,0.800636,1
0,0,0,0.002595,0,0,0.569253,0.604462,0.700994,1
0,0,0,0.011928,0,0,0.206302,0.210082,0.226823,1
0,0,0,0.004608,0,0,0.804227,0.860368,1.002740,1
0,0,0,0.013582,0,0,0.309512,0.316459,0.355735,1
0,0,0,0,0,0,0.856980,0.918666,1.071127,1
0.035813,0,0,0.001838,0.000919,0,0.646555,0.693070,0.805065,1
0.000425,0,0,0.003825,0,0,0.742202,0.793704,0.923437,1
0.037893,0,0,0.0037,0,0,0.592049,0.633462,0.735499,1
0,0,0,0.008065,0,0,0.302442,0.323827,0.362676,1
0,0,0,0.012545,0,0,0.205267,0.206650,0.223616,1
0.029375,0.000625,0,0.001251,0,0,0.618280,0.662994,0.769746,1
0.040695,0,0,0.001372,0,0,0.275681,0.299791,0.339614,1
0,0,0,0.014706,0,0,0.469551,0.494567,0.568203,1
