@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature879 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0,0,0,0.003765,0,0.789494,0.843055,0.993818,2
0,0,0,0,0.009836,0,0.771410,0.820734,0.967237,2
0.026144,0,0,0,0.006579,0,0.057844,0.068456,0.059824,2
0.008905,0,0,0,0.000891,0,0.372647,0.395458,0.460216,2
0.001359,0,0,0,0.00136,0,0.763051,0.814325,0.958115,2
0,0,0,0,0,0,0.489469,0.513080,0.598964,2
0.001966,0,0,0,0.00295,0,0.774520,0.827079,0.973997,2
0.016473,0,0,0,0.002908,0,0.679425,0.726123,0.853831,2
0,0,0,0,0.008403,0,0.453674,0.475106,0.556012,2
0,0,0,0,0.023148,0,0.545489,0.574526,0.675755,2
0.030176,0,0,0,0.006711,0,0.364819,0.381877,0.440832,2
0.038647,0,0,0,0.009709,0,0.499291,0.531563,0.621288,2
0,0,0,0,0.007133,0,0.597846,0.633953,0.742547,2
0,0,0,0,0.017685,0,0.297892,0.302793,0.341302,2
0,0,0,0,0.00417,0,0.817985,0.873047,1.029258,2
0,0,0,0,0.008547,0,0.376265,0.391896,0.458888,2
0,0,0,0,0.017986,0,0.310405,0.315892,0.359946,2
0.00309,0,0,0.000618,0.004329,0,0.764749,0.816516,0.961744,2
0.012163,0,0,0,0.004233,0,0.713594,0.762329,0.897639,2
0,0,0,0,0.006065,0,0.667008,0.708848,0.833278,2
0,0,0,0,0.005382,0,0.739794,0.787865,0.927876,2
0,0,0,0,0.002326,0,0.808298,0.862538,1.016607,2
0,0,0,0,0.020183,0,0.283372,0.291427,0.329371,2
0.003831,0,0,0,0.002558,0,0.536411,0.566993,0.664645,2
0.00252,0,0,0,0.001261,0,0.793283,0.847058,0.998252,2
0,0,0,0,0.013769,0,0.276398,0.291382,0.328608,2
0.014039,0,0,0,0.001081,0,0.616267,0.657354,0.771528,0
0,0,0,0,0.001618,0,0.770732,0.823254,0.967472,0
0.010081,0,0,0,0.022222,0,0.233843,0.240974,0.267943,0
0.04497,0,0,0.000763,0.000763,0,0.478549,0.512652,0.599351,0
0,0,0,0,0.001381,0,0.754534,0.805151,0.946724,0
0.020647,0,0,0.000689,0,0,0.647082,0.692075,0.812260,0
0,0,0,0,0.0181,0,0.686409,0.726914,0.855141,0
0,0,0,0,0.00292,0,0.615855,0.654324,0.766204,0
0,0,0,0,0.041322,0,0.427685,0.441961,0.514731,0
0.005525,0,0,0,0.006916,0,0.460456,0.485207,0.565905,0
0.074713,0,0,0,0.046243,0,0.387282,0.399375,0.464123,0
0.024845,0,0,0,0,0,0.030359,0.041980,0.031218,0
0.003049,0,0,0,0.015267,0,0.289722,0.297411,0.334899,0
0,0,0,0,0.011561,0,0.571806,0.601226,0.704493,0
0,0,0,0,0.007823,0,0.763003,0.812088,0.956136,0
0,0,0,0,0.033613,0,0.449828,0.469880,0.545607,0
0,0,0,0,0.014925,0,0.363315,0.374347,0.429919,0
0,0,0,0,0.021201,0,0.288938,0.292150,0.328721,0
0.002894,0,0,0,0.001449,0,0.806510,0.862667,1.016169,0
0.016447,0,0,0,0.004942,0,0.465573,0.490890,0.573179,0
0,0,0,0,0.003552,0,0.429569,0.450121,0.526282,0
0.040541,0,0,0,0.020408,0,0.239657,0.251658,0.287509,0
0.015203,0,0,0,0,0,0.035546,0.051324,0.037060,0
0,0,0,0,0.023529,0,0.468127,0.489885,0.570272,0
0.013722,0,0,0,0.024055,0,0.232996,0.232865,0.256545,0
0,0,0,0,0,0,0.473080,0.501363,0.583916,1
0.040706,0.001359,0,0,0.006793,0,0.266687,0.282701,0.321731,1
0.000425,0,0,0,0.003825,0,0.739823,0.788959,0.928312,1
0,0,0,0,0.018182,0,0.420129,0.435352,0.506789,1
0,0,0,0,0.010204,0,0.410528,0.427807,0.497916,1
0.003866,0,0,0,0.009032,0,0.252836,0.264108,0.295371,1
0.012012,0,0.000751,0,0.001503,0,0.641939,0.686050,0.805270,1
0.035813,0,0,0,0.001838,0.000919,0.644493,0.689050,0.809628,1
0.035928,0,0,0,0.006024,0,0.326334,0.345068,0.397069,1
0,0,0,0,0.000824,0,0.738081,0.788009,0.924293,1
0,0,0,0,0.012903,0,0.536795,0.564076,0.662341,1
0,0,0,0,0.002595,0,0.567477,0.601290,0.704372,1
0.02268,0,0,0,0.004132,0,0.132746,0.144370,0.146510,1
0,0,0,0,0.003494,0,0.738446,0.787583,0.926104,1
0,0,0,0,0.014706,0,0.468172,0.491648,0.570368,1
