@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0,0,0.003765,0,0.791357,0.845617,0.983915,2
0,0,0,0.009836,0,0.773211,0.823409,0.957562,2
0.026144,0,0,0.006579,0,0.058127,0.066532,0.058681,2
0.008905,0,0,0.000891,0,0.373363,0.396260,0.456019,2
0.001359,0,0,0.00136,0,0.764841,0.816838,0.948785,2
0,0,0,0,0,0.490435,0.514506,0.593824,2
0.001966,0,0,0.00295,0,0.776343,0.829578,0.964459,2
0.016473,0,0,0.002908,0,0.681016,0.728283,0.845452,2
0,0,0,0.008403,0,0.454574,0.476549,0.551024,2
0,0,0,0.023148,0,0.546687,0.576086,0.669173,2
0.030176,0,0,0.006711,0,0.365515,0.383002,0.437354,2
0.038647,0,0,0.009709,0,0.500414,0.532925,0.615296,2
0,0,0,0,0,0.427363,0.450915,0.514670,2
0,0,0,0.007133,0,0.599148,0.635880,0.735745,2
0,0,0,0.017685,0,0.298280,0.304392,0.339407,2
0,0,0,0.00417,0,0.819925,0.875719,1.018968,2
0,0,0,0.008547,0,0.376897,0.393082,0.454953,2
0,0,0,0.017986,0,0.310733,0.317544,0.357681,2
0.00309,0,0,0.004329,0,0.766559,0.818942,0.952185,2
0.012163,0,0,0.004233,0,0.715274,0.764635,0.888670,2
0,0,0,0.006065,0,0.668495,0.710989,0.825421,2
0,0,0,0.005382,0,0.741496,0.790237,0.918823,2
0,0,0,0.002326,0,0.810203,0.865202,1.006506,2
0,0,0,0.020183,0,0.283730,0.292523,0.327561,2
0.003831,0,0,0.002558,0,0.537541,0.568684,0.658569,2
0.00252,0,0,0.001261,0,0.795157,0.849670,0.988380,2
0,0,0,0.013769,0,0.277040,0.291476,0.325884,2
0,0,0,0.004983,0,0.538413,0.568872,0.657264,0
0.023256,0,0,0.004237,0,0.151816,0.162294,0.169146,0
0,0,0,0.012658,0,0.265743,0.270585,0.297906,0
0.013464,0,0,0.007353,0,0.502131,0.532201,0.613890,0
0,0,0,0.008475,0,0.487067,0.511704,0.593238,0
0,0,0,0.037975,0,0.500141,0.523507,0.604222,0
0,0,0,0,0,0.832627,0.890499,1.035801,0
0,0,0,0.013308,0,0.321953,0.333814,0.376131,0
0,0,0,0,0,0.592277,0.631566,0.727790,0
0,0,0,0.01848,0,0.228670,0.229348,0.251042,0
0,0,0,0.018349,0,0.345274,0.361330,0.409600,0
0,0,0,0.025157,0,0.586955,0.619186,0.716873,0
0.007067,0,0,0.004717,0,0.746040,0.797631,0.927744,0
0,0,0,0.018868,0,0.592351,0.623201,0.720137,0
0,0,0,0.004839,0,0.291852,0.303331,0.335809,0
0,0,0,0.006289,0,0.569747,0.605442,0.698786,0
0,0,0,0.046512,0,0.567230,0.596047,0.690557,0
0.057971,0,0,0.001613,0,0.286960,0.308087,0.347374,0
0.003182,0,0,0.003185,0,0.743879,0.793541,0.922293,0
0.057143,0,0,0.009615,0,0.218096,0.229368,0.252105,0
0,0,0,0.005455,0,0.489309,0.516937,0.597356,0
0,0,0,0.003509,0,0.809710,0.865019,1.005927,0
0,0,0,0.012903,0,0.628830,0.665616,0.769367,0
0,0,0,0.02439,0,0.565948,0.595407,0.690945,0
0.010033,0,0,0.01005,0,0.235254,0.245742,0.270087,0
0,0,0,0.007143,0,0.422795,0.447060,0.509489,1
0.005222,0,0,0.005229,0,0.572480,0.607813,0.703240,1
0,0,0,0.022968,0,0.279406,0.286226,0.320972,1
0.040706,0.001359,0,0.006793,0,0.267257,0.283108,0.319124,1
0,0,0,0.02381,0,0.234951,0.234997,0.264395,1
0,0,0,0.010204,0,0.411244,0.429131,0.493710,1
0.02268,0,0,0.004132,0,0.133165,0.143147,0.145705,1
0,0,0,0.012545,0,0.205042,0.206991,0.222837,1
0.037893,0,0,0.0037,0,0.591562,0.631581,0.732049,1
0,0,0,0.028249,0,0.622468,0.658307,0.761372,1
0,0,0,0,0,0.473817,0.502895,0.579573,1
0.00414,0,0,0.001775,0,0.760037,0.812664,0.943286,1
0,0,0,0.018182,0,0.420944,0.437186,0.502237,1
0.007874,0,0,0.007937,0,0.045896,0.045936,0.037928,1
0,0,0,0,0,0.528042,0.559565,0.645264,1
0.00534,0,0,0.003562,0,0.797225,0.851928,0.990842,1
0,0,0,0.001208,0,0.429203,0.453647,0.523005,1
0.003866,0,0,0.009032,0,0.253312,0.264575,0.293437,1
0.004065,0,0.001357,0.020353,0,0.490112,0.515768,0.595052,1
0.0217,0,0,0.012681,0,0.138534,0.140736,0.146322,1
0,0,0,0.004608,0,0.803524,0.857828,0.998044,1
0.035928,0,0,0.006024,0,0.327023,0.345969,0.393290,1
0,0,0,0.000824,0,0.739805,0.790400,0.915680,1
0.004702,0,0,0.012559,0.00157,0.254156,0.267631,0.292516,1
0.035813,0,0,0.001838,0.000919,0.646033,0.690958,0.801527,1
0,0,0,0.014787,0,0.272492,0.279786,0.308082,1
0.013356,0,0,0.004177,0,0.703946,0.751570,0.872532,1
0,0,0,0.00299,0,0.513209,0.544286,0.628217,1
0,0,0,0.003932,0,0.566687,0.601573,0.693345,1
0,0,0,0.03125,0,0.544918,0.573085,0.661247,1
