@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0,0,0.003765,0,0.792003,0.834034,0.983915,2
0,0,0,0.009836,0,0.773826,0.812198,0.957562,2
0.026144,0,0,0.006579,0,0.058571,0.067245,0.058681,2
0.008905,0,0,0.000891,0,0.373614,0.391535,0.456019,2
0.001359,0,0,0.00136,0,0.765475,0.805737,0.948785,2
0,0,0,0,0,0.490613,0.508317,0.593824,2
0.001966,0,0,0.00295,0,0.776979,0.818265,0.964459,2
0.016473,0,0,0.002908,0,0.681579,0.718410,0.845452,2
0,0,0,0.008403,0,0.454835,0.470713,0.551024,2
0,0,0,0.023148,0,0.547016,0.568682,0.669173,2
0.030176,0,0,0.006711,0,0.365724,0.378645,0.437354,2
0.038647,0,0,0.009709,0,0.500805,0.526097,0.615296,2
0,0,0,0,0,0.427542,0.445606,0.514670,2
0,0,0,0.007133,0,0.599551,0.627628,0.735745,2
0,0,0,0.017685,0,0.298254,0.301481,0.339407,2
0,0,0,0.00417,0,0.820601,0.863722,1.018968,2
0,0,0,0.008547,0,0.377006,0.388445,0.454953,2
0,0,0,0.017986,0,0.310694,0.314411,0.357681,2
0.00309,0,0,0.004329,0,0.767203,0.807780,0.952185,2
0.012163,0,0,0.004233,0,0.715874,0.754201,0.888670,2
0,0,0,0.006065,0,0.668962,0.701577,0.825421,2
0,0,0,0.005382,0,0.742065,0.779576,0.918823,2
0,0,0,0.002326,0,0.810858,0.853363,1.006506,2
0,0,0,0.020183,0,0.283723,0.289786,0.327561,2
0.003831,0,0,0.002558,0,0.537868,0.561422,0.658569,2
0.00252,0,0,0.001261,0,0.795812,0.838028,0.988380,2
0,0,0,0.013769,0,0.277339,0.288711,0.325884,2
0,0,0,0.007949,0,0.299108,0.307008,0.343778,0
0,0,0,0.0181,0,0.688501,0.719570,0.846671,0
0,0,0,0.006182,0,0.601884,0.630318,0.738860,0
0,0,0,0.009766,0,0.282537,0.287733,0.322358,0
0,0,0,0.048544,0,0.434697,0.441956,0.516443,0
0,0,0,0.037975,0,0.500421,0.516900,0.604222,0
0,0,0,0.012821,0,0.488000,0.506992,0.591797,0
0,0,0,0.028302,0,0.224950,0.225933,0.254138,0
0.001167,0,0,0.007009,0,0.751589,0.790345,0.931108,0
0.056202,0,0,0,0,0.020201,0.026725,0.017526,0
0.021452,0,0,0,0,0.043528,0.058317,0.043164,0
0.00313,0,0,0.009404,0,0.538473,0.562888,0.656802,0
0,0,0,0.033613,0,0.362694,0.367669,0.425122,0
0.005291,0,0,0.037234,0,0.496521,0.513511,0.600411,0
0,0,0,0.018519,0,0.374208,0.382354,0.440692,0
0,0,0,0.010969,0,0.274146,0.279123,0.314860,0
0,0,0,0,0,0.473777,0.493260,0.576972,0
0,0,0,0.012346,0,0.530963,0.552807,0.646377,0
0,0,0,0.003509,0,0.810366,0.853197,1.005927,0
0,0,0,0.021818,0,0.285945,0.287822,0.324943,0
0,0,0,0.007968,0,0.302511,0.309557,0.350532,0
0.016018,0,0,0.003817,0,0.765437,0.806071,0.949986,0
0,0,0,0.006061,0,0.616493,0.642642,0.752841,0
0.013722,0,0,0.024055,0,0.233274,0.232168,0.255415,0
0.017391,0,0,0.026316,0,0.148579,0.146184,0.158576,0
0,0,0,0.03125,0,0.545259,0.565762,0.661247,1
0,0,0,0.010204,0,0.411359,0.424127,0.493710,1
0,0,0,0.001208,0,0.429435,0.448132,0.523005,1
0.08982,0.006024,0,0,0,0.209151,0.217941,0.244201,1
0.007874,0,0,0.007937,0,0.046055,0.046499,0.037928,1
0.007042,0,0,0.002643,0,0.646437,0.680877,0.801737,1
0.040695,0,0,0.001372,0,0.276074,0.295122,0.337944,1
0,0,0,0.011928,0,0.206275,0.208378,0.226886,1
0,0,0,0.00299,0,0.513487,0.537450,0.628217,1
0,0,0,0.008065,0,0.302678,0.319321,0.362976,1
0.035813,0,0,0.001838,0.000919,0.646603,0.681655,0.801527,1
0.00534,0,0,0.003562,0,0.797881,0.840288,0.990842,1
0.047927,0,0.001297,0.003891,0,0.350229,0.367070,0.424280,1
0.005222,0,0,0.005229,0,0.572882,0.599974,0.703240,1
0.029375,0.000625,0,0.001251,0,0.618319,0.652168,0.766123,1
0.013356,0,0,0.004177,0,0.704524,0.741385,0.872532,1
0,0,0,0.003932,0,0.567024,0.593890,0.693345,1
0,0,0,0.007143,0,0.422988,0.441752,0.509489,1
0,0,0,0,0,0.528379,0.552391,0.645264,1
0,0,0,0,0,0.473928,0.496846,0.579573,1
0.012012,0,0.000751,0.001503,0,0.644045,0.678730,0.797277,1
0,0,0,0.013582,0,0.309231,0.312795,0.354063,1
0,0,0,0.014706,0,0.469351,0.487375,0.565571,1
0,0,0,0,0,0.856944,0.903355,1.066118,1
0,0,0,0.012545,0,0.204927,0.205599,0.222837,1
0.00414,0,0,0.001775,0,0.760670,0.801643,0.943286,1
0.003866,0,0,0.009032,0,0.253460,0.262188,0.293437,1
0.0217,0,0,0.012681,0,0.138640,0.140410,0.146322,1
0.02607,0,0,0.002676,0,0.759662,0.800501,0.944003,1
0,0,0,0.012903,0,0.538208,0.558527,0.656071,1
